0,0.33846667,0.4211,0.00072111,0.0004
1,0.3361,0.41743333,0.0008,0.00068069
2,0.33476667,0.4158,0.000776745,0.00081445
3,0.33413333,0.41393333,0.000757188,0.00098658
4,0.33453333,0.41126667,0.000793725,0.00081445
5,0.33646667,0.40413333,0.000723418,0.00110151
6,0.33923333,0.39436667,0.001011599,0.00118462
7,0.34013333,0.3848,0.001266228,0.00121655
8,0.3385,0.37543333,0.00192873,0.00145717
9,0.33963333,0.37196667,0.001670329,0.00115902
10,0.3377,0.36503333,0.00057735,0.00057735
11,0.33586667,0.35806667,5.77E-05,0.00050332
12,0.34436667,0.36153333,0.001404754,0.00079373
13,0.33873333,0.34713333,0.002157159,0.00217332
14,0.34446667,0.34323333,0.003888873,0.00384231
15,0.3517,0.33683333,0.005723635,0.00678405
16,0.36543333,0.3327,0.011377317,0.0113221
17,0.3867,0.33216667,0.018203296,0.01836954
18,0.4133,0.32946667,0.027321115,0.0273896
19,0.4509,0.32853333,0.037345727,0.03651744
20,0.50356667,0.33356667,0.049816597,0.04806756
21,0.56786667,0.34176667,0.059293957,0.0571
22,0.64283333,0.36303333,0.067325651,0.06508848
23,0.72113333,0.3944,0.070158772,0.06856654
25,0.79733333,0.441,0.062013735,0.06221736
26,0.85573333,0.4866,0.059968686,0.05949154
27,0.897,0.5247,0.05158123,0.05160323
28,0.95213333,0.58466667,0.049598085,0.0521801
29,0.99226667,0.6243,0.047298626,0.05031643
30,1.0228,0.66216667,0.051455709,0.05315772
31,1.04703333,0.68853333,0.051074684,0.05429294
32,1.07496667,0.7178,0.046425855,0.04584041
33,1.09643333,0.74573333,0.040846338,0.04222337
34,1.10036667,0.7526,0.035331714,0.03706224
35,1.12456667,0.7771,0.031604166,0.0334672
36,1.14853333,0.8106,0.03137074,0.03294121
37,1.1659,0.83406667,0.030623738,0.03240283
38,1.18083333,0.8547,0.027691936,0.03030847
39,1.2013,0.88246667,0.02791505,0.02991326
40,1.2156,0.90196667,0.025200066,0.0257166
41,1.22873333,0.92186667,0.026801555,0.02877204
42,1.24673333,0.94536667,0.023034178,0.02452998
43,1.2609,0.9675,0.024484485,0.02555002
44,1.27693333,0.989,0.023552141,0.02377667
45,1.2889,1.00353333,0.024935183,0.02700636
46,1.2953,1.01103333,0.029300057,0.02986458
47,1.2943,1.0102,0.028594114,0.03029857
48,1.29206667,1.0103,0.028593064,0.03037878
49,1.2889,1.01016667,0.026063448,0.0280188
50,1.28803333,1.012,0.025199008,0.02712201
51,1.27976667,1.00433333,0.023228072,0.02651471
52,1.28023333,1.01076667,0.024496803,0.02678551
53,1.28406667,1.0124,0.024596816,0.02713712
54,1.27226667,1.00986667,0.024227877,0.02651421
55,1.28253333,1.017,0.025969469,0.02753107
56,1.2807,1.01756667,0.026098723,0.02834854
57,1.27723333,1.01836667,0.025845889,0.02801446
58,1.2801,1.01993333,0.02645808,0.02805037
59,1.27866667,1.02106667,0.024893038,0.02692143
60,1.26993333,1.00826667,0.025778738,0.02755582
61,1.2749,1.02026667,0.026457954,0.02857575
62,1.27176667,1.0194,0.025021591,0.02683747
63,1.26923333,1.01943333,0.024935717,0.02658747
64,1.26706667,1.0206,0.024674346,0.02694519
65,1.2645,1.0226,0.025557191,0.02787908
66,1.26316667,1.0242,0.025207605,0.02774389
67,1.26133333,1.02513333,0.024928765,0.0267535
68,1.25953333,1.0266,0.024793749,0.02721513
69,1.25646667,1.02756667,0.02562993,0.02873795
70,1.25526667,1.02933333,0.026772934,0.02915893
71,1.2532,1.03013333,0.026406312,0.0278633
72,1.25076667,1.03,0.026501572,0.02812194
73,1.24843333,1.03123333,0.02627318,0.0273944
74,1.24643333,1.03083333,0.024357819,0.02535744
75,1.24356667,1.03106667,0.024771825,0.02635014
76,1.23743333,1.02753333,0.024512038,0.02600795
77,1.24113333,1.0346,0.026326856,0.0263485
78,1.23473333,1.02986667,0.024662319,0.02545512
79,1.22476667,1.02306667,0.024570782,0.02574225
80,1.2312,1.0317,0.024606977,0.02510166
81,1.22866667,1.0325,0.023081667,0.02489023
82,1.2269,1.0344,0.022861977,0.02437629
83,1.2252,1.03516667,0.022605309,0.02430974
84,1.22433333,1.03653333,0.022596681,0.02450599
